country,iso_alpha3,whostandard,natstandard,population,pm_1998,pm_1999,pm_2000,pm_2001,pm_2002,pm_2003,pm_2004,pm_2005,pm_2006,pm_2007,pm_2008,pm_2009,pm_2010,pm_2011,pm_2012,pm_2013,pm_2014,pm_2015,pm_2016,pm_2017,pm_2018,llpp_who_1998,llpp_who_1999,llpp_who_2000,llpp_who_2001,llpp_who_2002,llpp_who_2003,llpp_who_2004,llpp_who_2005,llpp_who_2006,llpp_who_2007,llpp_who_2008,llpp_who_2009,llpp_who_2010,llpp_who_2011,llpp_who_2012,llpp_who_2013,llpp_who_2014,llpp_who_2015,llpp_who_2016,llpp_who_2017,llpp_who_2018,llpp_nat_1998,llpp_nat_1999,llpp_nat_2000,llpp_nat_2001,llpp_nat_2002,llpp_nat_2003,llpp_nat_2004,llpp_nat_2005,llpp_nat_2006,llpp_nat_2007,llpp_nat_2008,llpp_nat_2009,llpp_nat_2010,llpp_nat_2011,llpp_nat_2012,llpp_nat_2013,llpp_nat_2014,llpp_nat_2015,llpp_nat_2016,llpp_nat_2017,llpp_nat_2018
Tunisia,TUN,10,0,11617187,3.8299999,6.54,5.4200001,7.5700002,8.4200001,4.9000001,4.5300002,8.2600002,7.6399999,4.8099999,6.71,7.1399999,3.8299999,8.3500004,6.2800002,8.3900003,3.95,9.4799995,4.4299998,8.3599997,8.0100002,0,0,0,0,0,0,0,0,0,0,0,0,0,.0099999998,0,0,0,.029999999,0,0,0,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,10,0,81769338,10.3,14.63,14.45,14.57,15.07,12.26,11.78,12.73,15.7,12.68,11.9,14.31,10.3,18.030001,16.620001,16.02,14.15,17.68,16.07,13.69,15.03,.11,.46000001,.44999999,.44999999,.50999999,.25999999,.20999999,.28999999,.56,.28,.20999999,.43000001,.11,.79000002,.64999998,.58999997,.41,.75,.60000002,.37,.49000001,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,10,0,2817,.54000002,.54000002,.62,.55000001,.63,.63999999,.63,.77999997,.56,.60000002,.55000001,.62,.54000002,.56999999,.52999997,.60000002,.67000002,.47,.56,.52999997,.54000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Taiwan,TWN,10,15,23568218,19.870001,18.51,22.57,23.629999,23.540001,19.59,21.68,22.209999,21.299999,21.5,20.01,21.969999,19.870001,21.35,20.110001,19.24,20.24,19.139999,17.280001,17.01,16.360001,.97000003,.83999997,1.23,1.34,1.33,.94,1.14,1.2,1.11,1.13,.98000002,1.17,.97000003,1.11,.99000001,.91000003,1.01,.89999998,.72000003,.69,.63,.50999999,.40000001,.75999999,.85000002,.85000002,.47999999,.67000002,.72000003,.63999999,.64999998,.50999999,.69999999,.50999999,.63999999,.51999998,.44999999,.54000002,.43000001,.27000001,.25,.20999999
Tanzania,TZA,10,0,56872030,9.9300003,6.8499999,8.1999998,11.72,9.8500004,8.71,8.8900003,8.3800001,8.0900002,9.6300001,8.2600002,10.16,9.9300003,11.74,12.62,11.08,10.69,12.56,12.52,8.3800001,9.3000002,.12,.039999999,.1,.25999999,.13,.090000004,.12,.079999998,.059999999,.12,.090000004,.12,.12,.23999999,.31,.19,.15000001,.31999999,.31,.079999998,.11,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,10,0,41790590,17.450001,15.36,17.85,19,17.84,16.120001,17.309999,15.08,15.45,17.02,16.1,16.620001,17.450001,19.200001,21.360001,19.940001,18.370001,22.42,22.09,15.44,18.58,.73000002,.52999997,.76999998,.88,.76999998,.60000002,.72000003,.51999998,.54000002,.69,.60000002,.64999998,.73000002,.89999998,1.11,.97000003,.81999999,1.22,1.1799999,.54000002,.83999997,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,10,0,43971185,14.67,18.5,16.49,16.73,17.940001,15,14.44,16.059999,17.84,13.71,12.63,15.44,14.67,16.190001,13.91,13.43,13.11,14.58,13.93,13.39,13.35,.46000001,.82999998,.63999999,.66000003,.77999997,.49000001,.44,.58999997,.76999998,.36000001,.25999999,.52999997,.46000001,.61000001,.38999999,.34,.31,.44999999,.38999999,.33000001,.33000001,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,10,0,3365274,3.5999999,4.71,4.3600001,3.8699999,4.2800002,3.3199999,3.24,3.46,3.9400001,3.6900001,3.52,4.25,3.5999999,4.1700001,3.76,3.9300001,4.3800001,3.6199999,4.0100002,3.48,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
United States,USA,10,12,328472521,7.9099998,12.03,12.37,11.02,11.9,10.56,9.71,10.71,9.6800003,10.32,9.3199997,9.4200001,7.9099998,9.8100004,8.75,8.5100002,8.2700005,8.3699999,7.6599998,7.3899999,8.0900002,.0099999998,.23999999,.28,.17,.23,.14,.079999998,.15000001,.079999998,.12,.059999999,.039999999,.0099999998,.079999998,.02,.0099999998,.0099999998,.0099999998,0,.0099999998,.02,0,.12,.15000001,.059999999,.1,.050000001,.02,.050000001,.0099999998,.02,.0099999998,.0099999998,0,.02,0,0,0,0,0,0,.0099999998
Uzbekistan,UZB,10,0,30439527,21.040001,23.65,31.74,18.82,22.690001,20.709999,18.6,16.360001,24.559999,21.219999,26.719999,22,21.040001,28.629999,21.73,21.620001,24.209999,17.34,19.98,19.620001,23.68,1.08,1.36,2.1300001,.89999998,1.24,1.08,.92000002,.72000003,1.4299999,1.14,1.64,1.2,1.08,1.83,1.15,1.17,1.39,.76999998,1,.97000003,1.35,,,,,,,,,,,,,,,,,,,,,
Vatican City,VAT,10,0,1000,10.54,17.32,14.39,14.18,14.65,14.8,9.6400003,16.190001,16.32,13.86,12.09,15.89,10.54,15.81,13.43,14.85,8.4200001,14.55,11.72,12.73,13.08,.050000001,.72000003,.43000001,.41,.46000001,.47,0,.61000001,.62,.38,.2,.57999998,.050000001,.56999999,.34,.47999999,0,.44999999,.17,.27000001,.30000001,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,VCT,10,0,56510,2.3499999,2.4300001,2.6800001,3.3699999,2.0899999,2.03,1.9,2.3299999,1.65,2.6600001,1.88,1.73,2.3499999,1.51,2.5799999,1.63,1.85,2,2.45,1.39,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,10,0,28692717,12.32,10.83,9.5,11.5,8.8800001,10.61,8.2200003,9.3400002,8.0699997,9.5500002,9.6199999,8.6700001,12.32,11.87,11.99,9.5500002,10.84,11.16,13.21,11.58,10.11,.34,.25999999,.19,.27000001,.12,.25,.1,.16,.1,.17,.18000001,.11,.34,.31999999,.30000001,.17,.23999999,.27000001,.40000001,.28999999,.20999999,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,10,0,36591,2.6800001,1.87,2.9400001,2.1800001,1.78,1.8,1.8099999,1.8200001,1.79,2.23,1.6799999,1.98,2.6800001,1.41,2.8699999,1.48,1.72,2.1700001,2.46,1.7,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, U.S.",VIR,10,12,106631,2.9300001,1.99,3.1099999,2.23,1.78,2.0899999,1.85,2.1199999,1.99,2.4300001,1.83,2.27,2.9300001,1.71,3.23,1.83,1.98,2.53,2.79,1.9400001,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,10,25,97876016,26.66,22.84,23.09,21.82,22.17,20.530001,25.27,24.82,25.24,28.27,26.52,23.77,26.66,30.25,26.17,27.91,26.809999,24.280001,25.370001,24.379999,23.700001,1.64,1.3,1.29,1.1900001,1.21,1.04,1.5,1.45,1.49,1.79,1.62,1.35,1.64,1.98,1.59,1.76,1.65,1.4,1.51,1.41,1.34,.66000003,.56,.47,.44999999,.40000001,.25999999,.52999997,.50999999,.56999999,.85000002,.70999998,.46000001,.66000003,.93000001,.69999999,.74000001,.70999998,.44,.58999997,.43000001,.34999999
Vanuatu,VUT,10,0,272427,2.51,2.79,2.6300001,2.6199999,2.05,2.0799999,2.02,2.24,1.88,2.3800001,2.3699999,2.1099999,2.51,2.6800001,2.3900001,2.8399999,2.55,2.29,2.6800001,2.5999999,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Wallis and Futuna,WLF,10,0,15809,1.03,.88999999,.79000002,.72000003,.75999999,.87,.87,1.13,.82999998,.79000002,.86000001,.92000002,1.03,.83999997,.69999999,.86000001,.94,.86000001,1.1799999,.98000002,.75999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,10,0,182320,.81999999,.76999998,.75,.64999998,.77999997,.72000003,.75,1.02,.69999999,.72000003,.69999999,.68000001,.81999999,.66000003,.56,.73000002,.79000002,.64999998,1.02,.75,.72000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Akrotiri and Dhekelia,XAD,10,0,24463,7.6199999,9.3599997,9.3599997,12.01,7.7800002,7.8299999,8.6700001,9.8699999,14.18,8.3000002,8.8900003,7.8899999,7.6199999,10.57,10.4,10.65,9.4399996,12,9.7399998,7.8600001,11.2,0,.02,.02,.2,0,0,.02,.039999999,.41,.0099999998,.0099999998,.0099999998,0,.059999999,.039999999,.07,.0099999998,.2,.029999999,0,.12,,,,,,,,,,,,,,,,,,,,,
Caspian Sea,XCA,10,0,334818,8.9300003,11.8,10.3,9.1300001,10.81,8.4499998,11.45,7.1999998,12.92,7.1700001,10.52,9.21,8.9300003,11.53,8.2799997,10.02,11.02,10.66,10.29,9.9499998,7.6100001,.029999999,.20999999,.12,.039999999,.13,.02,.18000001,0,.28999999,.0099999998,.13,.059999999,.029999999,.19,.029999999,.1,.15000001,.13,.1,.090000004,.02,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKO,10,0,1916975,13.96,23.92,21.85,18.139999,19.15,17.469999,15.26,19.23,18.43,17.49,15.23,17,13.96,24.65,20.93,18.629999,15.97,18.639999,17.65,15.72,15.51,.38999999,1.36,1.16,.80000001,.89999998,.73000002,.51999998,.89999998,.82999998,.73000002,.50999999,.69,.38999999,1.4400001,1.0700001,.85000002,.58999997,.85000002,.75,.56,.54000002,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,XNC,10,0,391967,6.9899998,9.2600002,9.1199999,11.41,7.1799998,7.3000002,8.0600004,9.0699997,14.68,7.6799998,8.4799995,7.4400001,6.9899998,9.7799997,9.8199997,10.09,9.0200005,11.17,9.1300001,7.2800002,10.58,0,.0099999998,.0099999998,.14,0,0,0,.0099999998,.46000001,0,0,0,0,.02,.0099999998,.02,.0099999998,.11,.0099999998,0,.059999999,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,10,0,29286480,15.2,15.35,18.43,12.65,15.82,11.73,13.15,12.1,16.940001,14.57,18.24,20.35,15.2,18.25,29.469999,18.99,14.2,18.379999,14.95,16.389999,21.139999,.50999999,.51999998,.82999998,.25999999,.56999999,.17,.31,.22,.68000001,.44999999,.81,1.01,.50999999,.81,1.91,.88,.41,.81999999,.49000001,.63,1.09,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,10,20,55921156,10.32,10.32,10.69,9.6999998,8.6499996,8.3199997,8.8000002,8.5799999,9.5799999,8.6899996,9.6599998,9.8299999,10.32,10.19,10.21,9.4700003,9.9499998,9.8100004,9.6499996,9.4799995,9.5699997,.19,.20999999,.23999999,.14,.090000004,.07,.090000004,.079999998,.15000001,.090000004,.15000001,.18000001,.19,.20999999,.2,.13,.17,.16,.16,.15000001,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,10,0,16986072,13.22,10.09,11.78,15.7,12.42,11.72,10.58,11.77,10.6,13.56,12.88,13.6,13.22,14.72,14.85,13.15,13.39,14.72,14.65,11.7,11.35,.31999999,.090000004,.19,.56,.23999999,.18000001,.11,.18000001,.1,.34999999,.28999999,.34999999,.31999999,.46000001,.47999999,.31,.33000001,.46000001,.46000001,.18000001,.15000001,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,10,0,14261281,9.1000004,6.8800001,8.1400003,12.49,8.9200001,7.8400002,6.8000002,7.9499998,7.4400001,8.21,9.4099998,9.9099998,9.1000004,10.82,10.6,9.7299995,10.61,10.87,10.47,6.96,7.6900001,.0099999998,0,0,.25,.0099999998,0,0,0,0,.0099999998,.029999999,.07,.0099999998,.11,.1,.039999999,.090000004,.1,.090000004,0,0,,,,,,,,,,,,,,,,,,,,,
